"ID_REF"	"GSM1431110"	"GSM1431111"	"GSM1431112"	"GSM1431113"	"GSM1431114"	"GSM1431115"
"LINC02825"	3.48692107053207	3.37305995310522	3.45965386759566	3.61110545029753	3.41603651010111	3.7839167808043
"LINC02832"	5.05702654331797	4.46837702962756	4.46948487718214	4.47636360020267	4.58716841477502	4.61426040209275
"LINC02833"	3.32742151748862	3.11874887371657	2.96976111394537	3.06631496609568	3.06294307020982	3.23423640722093
"LINC02837"	5.8189019895396	5.66205940227103	5.00292447244889	5.36690137024778	5.86296070801619	5.38802299047384
"LINC02838"	4.930310354196	4.75839477785382	4.52857853736215	4.99024935685804	4.84205027174209	4.95729646104369
"LINC02842"	3.17000372896363	3.26503353021444	3.41866351826724	3.19809163092592	3.15515650592112	3.07026369479258
"LINC02843"	3.5014494057626	3.42415832870195	4.02969745046416	3.38054478940047	3.49766588124447	3.58646439673391
"LINC02844"	3.71116940073451	3.58409164676234	3.27446987408053	3.48849711722317	3.54344729920208	3.42449986550481
"LINC02846"	4.20067338258228	3.99610351455308	4.2957110040495	4.42067529677967	4.28942329172802	4.13734515499984
"LINC02848"	6.11745796928941	5.82534989320851	6.50723812781649	5.89393455211395	5.86000583052281	6.15837055861514
"LINC02850"	2.93794247685547	2.93395405547832	2.83227371050545	2.69355333151776	2.94104735570288	2.88041359802408
"LINC02853"	3.36389288889014	3.27049430944968	3.60983738696894	3.54438450878169	3.60719845610082	3.66040829399398
"LINC02860"	3.77421914796713	3.38986800279849	3.43185454793587	3.42693172660249	3.65247240557094	3.46922189920576
"LINC02861"	3.61072034907177	3.29725843895317	3.125386360338	2.99849105910408	3.22140552811993	3.03747047034888
"LINC02864"	3.39584442156958	3.51676457831325	3.65436411505086	3.33229728184077	3.45677558907099	3.6883353901936
"LINC02867"	5.10666515815078	5.36776011629384	5.47023296929264	5.32599414490446	5.32042514857007	5.34723205689314
"LINC02870"	4.49183142652389	4.48476428465501	4.56933086180487	4.68302940128785	4.6049002718953	4.25656616480775
"LINC02871"	3.33391391671507	3.61746160560745	3.53352954903124	3.6378953134543	3.56548928102825	3.61943417377892
"LINC02873"	3.43740624200277	3.39647028787708	3.59858129502365	3.54518148106647	3.41340692496668	3.67215823068242
"LINC02874"	4.25139753422516	4.14744679953377	4.21679520341456	4.28283261510498	4.38202091831482	4.48543459668956
"LINC02875"	5.41426959507906	5.430093502789	5.33184618037864	5.72170227772495	5.56229336744357	5.52341265229339
"LINC02877"	3.09690333019152	3.1180189178147	3.08477512284115	2.88688789489306	3.01883298675829	3.04750231830602
"LINC02878"	4.23131142590847	4.59757402092183	4.47951170377389	4.56417643312256	4.46041531123882	3.99190691600263
"LINC02880"	3.2427975192491	3.40617756138808	3.38059430525891	3.37363158680984	3.28089303901642	3.20471226513198
"LINC02882"	3.61958242280278	3.49839252089837	3.58820166686088	3.6419787734396	3.92096563926846	3.67001997844345
"LINC02885"	3.19366292825268	3.28696695530201	3.16742229754391	3.33491155479741	3.18875895290569	3.25228023507983
"LINC02888"	2.9990501695015	3.04935605506829	3.02779795744238	2.92941947794846	3.00948412347177	3.01207803520359
"LINCMD1"	3.01227246308385	3.03282025034756	2.97682308556058	3.03450948357811	3.10256477947067	3.06579047954041
"LINGO1-AS1"	4.95470324554307	4.27737748662559	4.22656331971706	4.05555462730191	4.44652608457497	4.62302909529473
"LINGO1-AS2"	4.48581764467997	4.47125291778198	4.47617868987331	4.42943602898982	4.39431892381256	4.60972436622615
"LINP1"	3.81392025757216	4.1198795843044	3.93519553695831	3.91802169658807	4.03337876424512	3.74938383726283
"LIPC-AS1"	3.549770339151	3.44629422614225	3.34026309970397	3.65874843350354	3.52174049303507	3.47312962276899
"LIPE-AS1"	4.15648804161197	4.47854449228391	4.6176329906022	4.39624666478172	4.3705269619204	4.21692657854379
"LIX1L-AS1"	8.43436420648266	8.09605839054411	9.13760830862499	7.99172027829215	7.96420909216041	8.18961337178986
"LL22NC03-63E9.3"	3.41077125000338	3.35417634932147	3.27508418357709	3.24781532065316	3.2360776039066	3.65980936038004
"LMNTD2-AS1"	4.7192131003097	5.07782181465368	5.03821244294404	4.95806182749644	4.92151662759695	4.9358526241658
"LMO7DN"	3.59986122394738	3.33101065558261	3.29171368189334	3.33918523429677	3.41584321510378	3.39010683136686
"LMX1A-AS1"	3.45077392187615	3.54886724354018	3.38591310686702	3.43497356093892	3.78436460972969	3.99101869435428
"LMX1A-AS2"	4.32516819316981	4.43462769311699	4.49559221234407	4.22659637859095	4.26356707436373	4.25777554813848
"LNC-LBCS"	3.5799232800133	3.24757848927855	3.33823808140156	3.30505285760514	3.31501350827114	3.70751322566168
"LNCAROD"	3.54246909598797	3.13898511218215	3.24386562047205	3.26742183882053	3.21004293486643	3.33033559608608
"LNCARSR"	3.51609541435969	3.28446862794455	3.41810561777209	3.4797277711045	3.5968803293938	3.96708469831524
"LNCOC1"	3.83186297899905	4.04065275881859	3.96455984570961	3.74679223660724	3.85271765204371	3.78451644126211
"LOH12CR2"	3.70250434240063	3.52579880119091	4.09889150293139	3.69387065768946	3.54471674943216	3.56616604198956
"LOXL1-AS1"	2.94453487725479	3.44671860739091	2.98108123528089	2.96519701704338	3.0474110594207	3.35525282520092
"LPP-AS2"	3.56070559008955	3.52549299666749	3.37083480981328	3.55876742406384	3.33668301200282	3.83674291765609
"LRIG2-DT"	2.99092517566988	2.8301763454177	2.80758386353853	2.91447814335672	2.77534009997465	2.81898892454268
"LRRC2-AS1"	3.63462168332915	3.18614105061644	3.26146961840855	3.13122412401212	3.12656358738322	3.5987479752248
"LRRC52-AS1"	7.92063533326373	7.75190671433441	7.91649157144577	7.95207603367158	7.86032218188539	7.96928100246031
"LRRC8C-DT"	4.13963150833465	3.85748579968266	3.83785047002577	4.02426247068246	3.96464060655074	4.15620841919625
"LRRK2-DT"	3.08533030198013	3.91603126087299	3.35523578176699	3.30964727295459	3.28851777130794	3.18572855008119
"LRRTM4-AS1"	3.51940847770099	3.44394280973552	3.34010372197371	3.07507577043045	3.23854615692923	3.5802445848228
"LSAMP-AS1"	3.91520485159594	3.96313783548715	4.23340979069745	4.38684656604193	4.07626259119855	4.10098906638191
"LUARIS"	3.05912365738235	3.3046831351974	3.17844829791987	3.31495685448013	3.2213708287598	3.33850818654119
"LUNAR1"	3.13730514346462	3.03925584040431	3.32505340241316	3.27346376916005	3.19601566950315	3.0953622477722
"LURAP1L-AS1"	3.03277862604328	3.06204730311689	3.048396075545	2.95475627961777	2.78559021537056	2.85995247538951
"LY6E-DT"	3.85951689497057	4.39075231767023	4.40559766603496	4.35739524090597	4.22538126758681	4.09264633999251
"LY86-AS1"	3.16979174424683	3.16430323685782	3.15792476881674	3.16918610719143	3.23906552134885	3.25620147794541
"LYPLAL1-AS1"	4.82337624943899	4.60288732926997	4.55606276718991	4.46695126986651	4.58998627495829	4.59740961217287
"LYRM4-AS1"	4.54911162777643	4.43544686633832	4.15368340411112	4.3294904990493	4.56589684987847	5.12017975547426
"LZTS1-AS1"	3.30369024037015	3.50844342635148	3.48530201393577	3.54182351745644	3.55966228433189	3.51153888939323
